seed,src_idx,dst_idx,switch_label,D_L_mean_sq,D_L_std_sq,D_L_p90_sq,F_local_loss_mean,F_local_loss_std,num_clients
0,1,2,1->2,51.650054330937564,0.46331379511341414,52.38947600349784,-0.0004336070051646687,0.00044176033257730226,8
0,2,3,2->3,46.10220027156174,0.6931999798456618,46.99534730091691,0.0003799362570483754,0.0005122031345365189,8
0,3,4,3->4,41.4757146993652,1.6899404035486636,43.208913458883764,-0.00029164967999614733,0.00023139478720297514,8
1,1,2,1->2,52.48554228618741,0.49892242722200253,53.142497579753396,2.0725700032055254e-05,0.0004519668314495294,8
1,2,3,2->3,43.89715728815645,0.17603914799770415,44.109860848635435,0.00017247192836717198,0.0002336007946448221,8
1,3,4,3->4,551.1668368205428,9.244860345421472,560.2062687754631,0.0004149241968054454,0.00028024473727455225,8
2,1,2,1->2,45.256154225207865,1.3218382155361699,46.30350152552128,-8.121415222229508e-05,0.00041358306996941955,8
2,2,3,2->3,35.4650211292319,0.625601526528448,36.13624140508473,1.0477749301497451e-05,0.0005439532363117454,8
2,3,4,3->4,48.54373462218791,1.0277722392779782,49.650185362249616,9.466649053511919e-05,0.0004159248329228357,8
